names,predictions,confidences
william carter,Celtic,86.227
donald courtney,Celtic,82.355
peter smith,Celtic,43.922
robert larrabee,Celtic,70.873
henk broeders,European,95.984
david pittaway,Celtic,78.076
david smith,Celtic,53.437
frank schmeler,European,91.812
william sharp,Celtic,85.032
douglas schatz,African,92.633
gary martin,Celtic,77.064
michael dan,Hispanic,38.509
mark ordan,Celtic,81.335
thomas gallagher,Celtic,88.514
steven wynne,Celtic,85.828
jackie trujillo,Hispanic,98.427
ronald steinhart,African,52.432
donald snyder,African,47.574
ralph mcbride,Celtic,91.664
malcolm portera,Celtic,49.878
barry porter,Celtic,68.174
elizabeth greetham,Celtic,79.609
alvin puryear,African,36.613
rufus fulton,Celtic,35.274
catherine lego,Hispanic,88.016
joseph kirk,Celtic,65.921
frank drendel,European,82.493
phelps lambert,Celtic,50.153
james bartlett,Celtic,94.047
douglas foshee,African,82.547
john seitz,African,46.648
king kirchner,European,84.362
francis riggs,Celtic,78.854
david lasky,Celtic,57.347
charles loudermilk,European,51.188
mark hammond,African,55.873
gordon ahalt,Nordic,30.997
gary lauer,Celtic,44.022
alan bernon,Celtic,78.652
richard heibel,European,77.512
robert cresci,European,94.816
mark scudder,Celtic,73.371
patrick pittard,European,66.553
robert michaels,Celtic,42.7
roman bninski,European,92.862
john briggs,Celtic,69.171
david schwartz,European,60.425
ronald blankenship,Celtic,76.02
maurice marciano,European,66.193
samuel kaplan,Celtic,47.226
alan braun,European,89.111
gary smith,African,48.669
thomas lewis,Celtic,88.749
thomas garrott,Celtic,88.474
william brodsky,Nordic,49.366
paul kaminski,European,43.513
christoph keller,European,97.52
marty albertson,Nordic,44.605
karl eller,Celtic,41.816
catherine macmillan,Celtic,83.388
alan siegel,European,38.512
norman schwartz,African,54.541
raymond gary,Celtic,59.892
downey bridgwater,Celtic,88.846
deval patrick,African,62.143
norman thagard,Celtic,50.421
boyd george,African,56.924
david voelker,European,81.649
bruce gans,African,51.766
charles schooler,African,54.783
john kanas,Celtic,27.852
cecil martin,Hispanic,39.806
david preiser,Celtic,65.632
robert kampmeinert,European,90.514
bernard aronson,Celtic,50.266
raymond langton,Celtic,85.598
floyd kvamme,African,41.751
stanley tanger,Celtic,47.207
mary cirillo,Hispanic,94.329
richard ellwood,Celtic,91.757
david campbell,Celtic,89.273
ward coe,Celtic,55.075
debra kellyennis,Celtic,87.918
keith bradley,Celtic,92.466
thomas walker,Celtic,62.61
norman axelrod,Nordic,87.372
peter mcpherson,Celtic,80.895
baker cunningham,Celtic,61.397
charles noski,European,35.859
david jones,Celtic,77.849
joseph canon,Hispanic,75.192
lynne sagalyn,Hispanic,80.66
pier borra,Hispanic,59.837
oliver sockwell,Celtic,85.195
galen powers,Celtic,92.845
john folsom,Nordic,97.928
mitchel livingston,Celtic,32.645
mike walker,Celtic,80.607
patricia langiotti,European,74.131
david pyott,Celtic,72.339
barry hirschfeld,Celtic,62.752
francis saul,African,40.838
william jackson,Celtic,55.363
thomas brice,Celtic,60.124
klaus besier,European,95.856
stuart bondurant,Celtic,73.714
paul butrus,European,40.29
robert halperin,Celtic,82.409
edward sutkowski,European,73.293
ting liu,EastAsian,97.15
robert loudermilk,European,93.941
adam aron,Celtic,49.556
harold burlingame,Celtic,43.214
thomas robinson,Celtic,73.569
john mcmahon,Celtic,74.885
nicholas dicerbo,Hispanic,53.312
wilson sexton,African,62.292
barry sholem,African,85.116
keith oden,Celtic,62.18
claymon grimes,Celtic,64.116
milton mcgregor,African,77.637
andre villeneuve,Hispanic,33.612
steven posey,Celtic,81.165
george martinez,Hispanic,57.233
george biehl,European,66.591
allen koranda,African,68.733
joel becker,European,74.145
robert roth,Nordic,53.695
john nettels,African,58.708
michael levinthal,European,80.633
william lambert,Celtic,62.727
william mitchell,Celtic,80.068
gary tapella,Celtic,44.859
peter neff,European,59.631
earle russell,Celtic,65.682
edward rowell,Celtic,86.106
james keyes,Celtic,79.436
david wakefield,Celtic,87.516
john myers,Celtic,51.689
robert hawk,Celtic,48.281
michael welles,Celtic,72.521
thomas waite,Celtic,83.098
craig macnab,Celtic,60.308
ben streetman,African,39.375
david sledge,Celtic,91.563
marjorie soyugenc,Hispanic,97.936
stephen way,Celtic,90.229
peter martin,Celtic,31.813
graham allison,Celtic,70.674
joseph mccartney,Celtic,90.688
don chapman,Celtic,48.538
richard kiphart,Celtic,69.759
cortlandt dietler,European,81.888
derrill crowe,Celtic,88.64
martin turchin,Celtic,35.78
harold king,African,49.042
justin sullivan,Celtic,79.554
edwin morris,Celtic,57.882
aubrey patterson,Celtic,61.483
william campbell,Celtic,87.258
lawrence saper,Celtic,62.896
mitchell tyson,Hispanic,48.291
ronald perelman,Celtic,50.03
lewis ranieri,Celtic,39.463
geoffrey moore,Celtic,80.604
elizabeth bilby,Celtic,84.82
james dearlove,Celtic,89.046
robert finkenzeller,European,77.927
john ingram,Celtic,81.922
douglas schnitzer,African,92.65
charles mcelwee,Celtic,81.076
james stone,Celtic,93.187
dale kinsella,Celtic,62.897
james klingbeil,Celtic,53.216
frank holding,Celtic,48.199
terry considine,Celtic,81.652
michael bradley,Celtic,82.335
jerry moyes,Nordic,76.478
richard faubert,African,59.156
robert gerry,Celtic,89.026
donald moorehead,Celtic,70.112
donald cameron,Celtic,89.335
paul lattanzio,European,46.311
james boris,Celtic,56.341
nelson leenhouts,African,95.393
michele hunt,Celtic,75.877
edmund king,African,60.837
harold kloosterman,European,53.072
thomas witmer,European,85.439
douglas hunt,Celtic,84.878
arthur kern,Celtic,54.378
william cellini,European,48.582
randall macdonald,Celtic,63.905
donald drapkin,Celtic,83.886
john driscoll,Celtic,87.115
james flores,Hispanic,97.068
kenneth stensby,Celtic,64.562
h deloach,European,40.288
thomas hammond,European,35.117
james pieczynski,European,65.577
james hackett,Celtic,91.985
john naughton,Celtic,82.819
dean adler,Celtic,76.052
arthur remillard,Celtic,47.426
william brooks,Celtic,84.911
john rau,Hispanic,34.094
dan stanzione,European,87.045
james roemer,Celtic,50.497
charlotte beason,Celtic,73.602
scott bartlett,Celtic,90.27
lawrence washow,Celtic,59.1
robert morrison,Celtic,85.542
robert king,Celtic,72.691
robert astorg,Nordic,96.516
robert cadieux,European,93.844
john mckinney,Celtic,92.354
mary good,Celtic,77.594
robert dickerson,Celtic,82.611
rene champagne,European,88.474
ronald geary,Celtic,73.328
dean wolfe,Celtic,85.165
james barrett,Celtic,91.515
william jacobs,African,59.658
robert ortenzio,European,95.616
marvin schorr,Hispanic,47.602
steven leer,Celtic,56.893
charles lannon,Celtic,89.861
raymond hipp,Celtic,83.397
victor coleman,African,57.192
paul dougan,Celtic,84.951
michael maples,Celtic,86.707
james grosklaus,European,43.226
charles schwan,African,50.806
robert harris,Celtic,85.913
michael carrie,Celtic,63.774
joseph reid,Celtic,52.543
curtis wozniak,European,46.265
eric schiffer,European,88.159
john connors,Celtic,84.601
alan glassberg,Nordic,77.289
jay allison,Celtic,74.948
mitchell quain,EastAsian,85.611
jay burchfield,Celtic,88.088
richard magnuson,Nordic,68.866
thomas fitzmyers,Celtic,58.859
michael gallagher,Celtic,86.07
gerald stephens,Celtic,42.249
george colony,European,56.848
william moran,Celtic,65.525
lawrence dickerson,Celtic,78.533
jack bowman,Celtic,90.129
allen bernstein,African,71.953
john kunkel,SouthAsian,91.971
lee neibart,African,68.587
ronald san,Hispanic,76.515
burton staniar,Celtic,69.325
robert barbanell,Celtic,67.393
richard caruso,Hispanic,41.735
virginia lacy,Celtic,40.251
ronald harder,Celtic,60.15
stephen siegel,African,35.575
lewis jordan,Celtic,79.088
philip silver,Celtic,87.06
hassell franklin,Hispanic,23.453
charles dill,Celtic,77.005
john maupin,Hispanic,92.764
kenneth mlekush,African,92.697
steven good,Celtic,84.858
matthew dominski,Celtic,68.907
mark griffin,Celtic,64.49
christian allison,Nordic,57.791
nolan lehmann,Nordic,52.344
laura wallace,Celtic,51.651
william miller,Celtic,76.987
ronald elkins,Celtic,80.278
jay shidler,Celtic,76.759
timothy graven,Celtic,88.18
betsy holden,Celtic,61.741
louis masotti,Celtic,52.554
charles hinkaty,Celtic,78.07
clarence ridley,Celtic,74.79
jack bovender,Celtic,60.071
richard adams,Celtic,78.418
thomas dobrowski,European,89.628
cannon harvey,Celtic,48.477
thomas wiener,European,97.126
william lynch,Celtic,84.974
raymond lauring,Hispanic,59.023
jonathan schofield,Celtic,79.322
george joulwan,European,25.631
alan steigrod,Celtic,77.335
kevin compton,Celtic,86.049
wendell moseley,Celtic,78.718
robert warren,Celtic,85.533
michael glimcher,Celtic,66.588
arthur noeth,European,49.47
john alexander,Celtic,62.902
robert scharar,European,88.921
ronald aprahamian,Muslim,23.786
alon goren,Muslim,89.733
henry cisneros,Celtic,51.65
douglas swanson,African,64.508
andrew goebel,European,48.307
jeffrey wilkins,Celtic,77.969
glen roney,Celtic,89.559
lloyd bentsen,African,62.664
alan schwartz,European,47.419
clarence smith,African,52.715
lisa payne,Celtic,93.928
william purdy,Celtic,88.94
arthur remillard,Celtic,47.426
roger heinen,European,55.904
smoot fahlgren,Nordic,99.818
joe klutts,Celtic,75.454
william pitt,Celtic,82.235
james maguire,Celtic,90.864
scott gibson,Celtic,85.207
thomas mckenna,Celtic,82.139
dennis wraase,Nordic,65.164
william miller,Celtic,76.987
peter tanous,European,40.795
connie curran,Celtic,81.427
mark levin,Celtic,40.087
leonard helbig,European,72.479
melvin booth,African,46.548
todd milano,Hispanic,56.153
william gehl,European,36.772
mark wolfson,Celtic,59.964
frank ptak,European,50.654
william porter,Celtic,83.967
john eisenman,Nordic,58.374
steven warshaw,Celtic,89.415
alejandro yemenidjian,Hispanic,79.06
wendell van,EastAsian,43.166
lawrence glascott,Celtic,81.618
errol biggs,Celtic,76.549
kenneth myszka,European,83.378
david lowenstein,Celtic,50.149
julie hill,Celtic,89.613
ralph crump,Celtic,60.716
glenda glover,Celtic,57.862
howard hoffen,Celtic,88.31
stuart essig,African,79.119
raymond killian,Celtic,76.696
daniel jones,Celtic,53.975
michael emmi,African,49.319
thomas franke,European,83.797
bob martin,Nordic,41.968
donald mazziotti,Celtic,42.187
jc burton,Celtic,84.556
lord lang,EastAsian,51.503
keith barnes,Celtic,91.432
gerald spector,Celtic,40.743
mitchell blutt,Celtic,68.739
don cook,Celtic,81.866
michael targoff,African,35.799
mark monroe,Celtic,58.08
michael berendt,European,61.664
james marcum,Celtic,72.611
colin reed,Celtic,87.729
willem maris,European,40.987
barrington branch,Celtic,50.694
robert henigson,Celtic,79.238
edward fox,Celtic,62.192
marianne johnson,Celtic,54.393
stanley stearns,Celtic,77.629
marcus bromley,Celtic,46.516
penelope kyle,African,87.211
b duplantis,African,41.482
shirley zeitlin,Celtic,79.352
normand marois,European,89.56
sally crawford,Celtic,90.807
daniel arnold,Celtic,37.308
michael elia,Hispanic,84.564
robert badavas,European,56.318
william christy,Celtic,88.505
robert clark,Celtic,79.152
michael smith,Celtic,53.421
thomas hudson,Celtic,72.15
william benton,Celtic,82.15
theodore forstmann,European,76.973
kirk raab,European,30.375
bartholomew palmisano,European,55.139
harris hudson,Celtic,78.28
eugene quinn,African,61.973
james perry,Celtic,92.372
paul tobin,Celtic,76.251
steven goldman,Celtic,51.732
tyrone pike,African,83.574
andrew batinovich,European,34.367
jack fields,Celtic,86.086
jack mccleary,Celtic,93.019
edward hutcheson,Celtic,90.686
eric siegel,European,85.76
peter kompaniez,European,51.986
robert jelenic,European,86.732
duane kullberg,Nordic,33.031
larry carter,Celtic,89.862
stephen lamson,Celtic,62.894
william sloan,Celtic,76.3
edward breen,Celtic,58.629
keith grossman,Celtic,77.717
gurbachan singh,SouthAsian,91.308
mack whittle,Celtic,84.563
thomas dattilo,European,83.893
john schnatter,Nordic,39.928
roger knox,Celtic,44.273
lewis levey,Celtic,75.426
william gurley,Celtic,81.575
vaughn bryson,African,58.693
max crisp,European,56.533
michael casey,Celtic,79.749
richard vinroot,Celtic,43.101
david patterson,Celtic,83.735
henrique meirelles,Hispanic,95.431
richard jennings,Celtic,75.622
john bucksbaum,African,41.803
david chapman,Celtic,68.428
donald saunders,Celtic,61.93
cynthia archer,Celtic,64.649
robert engelman,European,79.115
kenneth olson,Nordic,74.816
stuart altman,Celtic,81.072
robert cole,Celtic,85.235
george borba,European,91.399
j lentell,European,34.889
christopher nassetta,European,55.875
john mcintyre,Celtic,93.866
eric giler,European,52.162
trude taylor,African,41.746
gary knight,Celtic,79.949
mark richards,Celtic,75.388
nicholas spiva,Celtic,60.764
jeannine strandjord,Nordic,79.184
thomas salice,Celtic,45.297
michael eisenson,Celtic,57.816
john mcneill,Celtic,88.213
nina matis,European,40.855
sam shahid,Muslim,83.652
anne mulcahy,Celtic,64.272
mark mays,Celtic,71.921
stephen sanetti,Celtic,51.04
bill fairfield,Celtic,80.988
roger medel,Nordic,61.402
edward patrone,Celtic,40.117
steven anderson,Celtic,73.657
arthur russ,African,37.433
jan packwood,Nordic,39.15
david novak,Celtic,42.043
winston walker,Celtic,55.014
millard phelps,Celtic,79.881
michael blair,African,44.959
robert smialek,European,94.732
brian dunham,Celtic,89.591
edward lowenthal,Celtic,61.405
mark nunnelly,Celtic,81.947
john moody,Celtic,81.085
gd madden,Celtic,54.003
rawson haverty,Celtic,83.63
robert smith,Celtic,69.583
andrew code,Celtic,83.469
john brinzo,Hispanic,80.719
roy haley,Celtic,86.733
isaac kaufman,Nordic,49.702
carl quinn,Celtic,78.328
john turner,Celtic,86.224
john gates,Celtic,79.52
david sachs,European,68.878
susan davis,Celtic,82.661
oneal douglas,Celtic,50.617
mark leslie,Celtic,66.847
raju kucherlapati,SouthAsian,98.42
don stacy,African,60.989
robert washlow,Celtic,76.422
richard rawson,Celtic,57.085
douglas hodo,African,78.497
john deathe,Celtic,85.725
marc lipschultz,European,47.575
james osterman,Celtic,45.026
fredrick petri,European,41.011
robert diromualdo,European,80.299
john schreiber,European,36.333
james coleman,Celtic,87.391
ashton ryan,Celtic,53.755
james thomson,Celtic,81.088
santo costa,Hispanic,90.771
eugene freedman,African,60.296
john scully,Celtic,90.102
robert hallagan,Celtic,83.219
william keane,Celtic,90.914
john spillane,Celtic,90.058
billy mccoy,Celtic,82.511
grant hathaway,Celtic,67.682
terry christensen,Nordic,96.183
ken bramlett,Celtic,62.412
gerard martin,Celtic,58.635
anton christianson,Nordic,29.06
mark mlotek,African,93.216
cesar alvarez,Hispanic,98.576
dix druce,African,33.48
edwin overman,African,34.431
david reed,Celtic,79.289
stephen macdonald,Celtic,92.239
steven denning,Celtic,77.176
john glover,Celtic,69.38
roger haughton,Celtic,87.797
russell isaacs,Celtic,34.473
steven hislop,Celtic,87.736
massimo ferragamo,European,95.378
charles fernandez,Hispanic,76.613
peter starrett,Celtic,73.637
james jordan,Celtic,68.908
george staudter,European,84.777
robert priddy,Celtic,91.389
john nikkel,Nordic,99.247
john mcginty,Celtic,92.351
russell french,Celtic,85.722
mitchell karlan,Celtic,37.157
ronald gibson,Celtic,77.685
patrick collins,Celtic,69.978
william renert,Nordic,42.903
larry flax,Celtic,41.114
terrence wright,Celtic,82.372
thomas blair,European,69.936
james diller,Celtic,82.907
james gabriel,African,64.979
james mcnamee,Celtic,91.824
bob moss,Nordic,92.749
william mcdonald,Celtic,87.725
james mcgroddy,Celtic,94.703
ted collins,Celtic,54.492
david mckown,Celtic,85.51
william macaulay,Celtic,78.652
ray wirta,European,45.081
robert remmell,European,71.438
james barnes,Celtic,89.835
joshua bekenstein,African,51.472
christine standish,Celtic,72.423
susan denison,Celtic,87.208
leroy richie,Celtic,57.976
david aldrich,Celtic,48.047
earl dolive,Celtic,75.521
john walker,Celtic,86.217
daniel hesse,European,71.69
peter johnson,African,47.353
richard robinson,Celtic,69.71
scott sperling,Celtic,82.53
gregg engles,Celtic,55.179
harry buch,Celtic,70.88
gerard mastroianni,European,94.524
thomas donohue,European,38.572
jacqueline morby,Celtic,89.933
barclay simpson,Celtic,57.555
edward conard,Celtic,88.221
ronald nelson,Celtic,70.425
mark adley,Celtic,67.302
andrea jung,European,48.674
irving shafran,Celtic,30.387
chris wheeler,Celtic,84.551
brooke tunstall,Celtic,49.334
tom kartsotis,European,81.846
william warner,Celtic,85.546
jack aplin,Celtic,90.298
george zimmer,European,70.026
john cook,Celtic,84.022
john kilroy,Celtic,77.707
john muse,African,70.428
steven paladino,Hispanic,75.539
howard gold,Celtic,58.421
james schraith,Celtic,78.254
jane helm,Nordic,89.617
frank mcgaughey,Celtic,92.177
richard reiss,European,37.406
peter wu,EastAsian,55.859
bruton smith,African,86.783
albert yu,Hispanic,65.457
stuart schwartz,African,73.989
daniel cole,Celtic,71.56
craig davis,Celtic,70.391
james truchard,Celtic,80.166
william clark,Celtic,77.393
marliese mooney,African,46.336
jan rask,Nordic,60.493
joseph hardin,Celtic,45.582
david meachin,Celtic,68.301
thomas shepherd,Celtic,68.096
william wood,Celtic,76.273
michael ray,Celtic,59.651
sharon nelson,Celtic,72.656
david gunning,Celtic,76.565
frederick pheasey,Celtic,88.711
stuart greenbaum,Celtic,56.457
neal hansen,Nordic,72.319
james baumberger,Celtic,47.221
eugene corasanti,European,69.239
david yeager,Celtic,75.384
jonah shacknai,African,54.859
jerry fiddler,Celtic,50.616
donald zuk,EastAsian,51.789
harvey rosenthal,European,75.072
kathryn lincoln,Celtic,72.466
edward cote,Celtic,76.985
norman metcalfe,Celtic,79.226
philip hickey,Celtic,93.097
frank hevrdejs,European,88.01
eliyahu ayalon,Hispanic,40.92
barton weisman,African,37.589
frederick buchholz,European,62.665
scott rued,Celtic,49.279
james seley,Celtic,89.536
phillip caldwell,Celtic,91.764
joe crider,Celtic,83.663
richard schmidt,European,81.176
thomas chiu,EastAsian,57.333
mark mason,Celtic,70.087
david grenon,Celtic,77.989
richard handler,Celtic,38.334
john williams,Celtic,72.686
christopher paisley,Celtic,85.621
earle wight,Celtic,83.11
william anderson,Celtic,59.007
robert attea,European,93.058
michael hartnett,Celtic,84.711
ronald schmidt,European,85.533
frederick gluck,European,43.909
howard chase,Celtic,78.118
willis king,Celtic,54.129
lewis epley,Celtic,90.302
lester knight,Celtic,73.525
edward kfoury,European,32.403
robert pangia,Hispanic,46.422
amnon landan,EastAsian,63.837
brian boyle,Celtic,87.533
ben schwartz,European,82.024
charles ratner,Celtic,68.827
murray skala,Muslim,80.4
roderick baty,Celtic,57.765
wolfgang schoellkopf,European,97.029
greg horrigan,Celtic,83.656
isaac perlmutter,African,95.434
william hummers,Celtic,73.299
james kropid,Nordic,49.035
john dean,Celtic,83.711
sidney harris,Celtic,72.899
wayne brunetti,African,61.45
kenneth rossano,Hispanic,86.124
joel marcus,African,51.626
thomas grojean,European,86.736
raimundo riojas,Hispanic,97.083
paul marciano,Hispanic,94.666
peter van,European,95.074
wendell smith,Celtic,71.177
joseph corasanti,European,35.815
fernando niebla,Hispanic,97.115
john perenchio,Hispanic,50.545
reinhold ullrich,European,95.1
donald kabat,African,88.455
harvey weinberg,African,28.736
frank fahrenkopf,European,84.137
joan spero,Hispanic,94.654
lynn schenk,Celtic,52.958
michael parks,Celtic,65.619
walter lack,Celtic,59.11
glenn penisten,Hispanic,50.837
warren pinckert,African,76.257
stephen evans,Celtic,93.272
william young,Celtic,69.751
john megrue,Nordic,80.269
thomas johnson,Celtic,48.053
russell gertmenian,European,49.323
thomas rhodes,Celtic,78.413
robert clark,Celtic,79.152
douglas becker,African,81.539
bernard pieper,European,91.529
lawrence pollock,Celtic,69.626
arthur little,Celtic,80.066
jeffrey kelly,Celtic,89.33
william walton,Celtic,89.048
winston hindle,Celtic,71.811
jeffery smisek,European,85.697
paul fribourg,European,73.746
john molbeck,Celtic,54.05
donald stone,Celtic,87.647
anthony dinovi,European,48.921
roxanne austin,Celtic,67.086
george daly,Celtic,57.349
robert galford,Celtic,91.558
linda mcclintockgreco,Celtic,83.296
batey gresham,African,60.76
john steel,Celtic,58.906
ronald fisher,Celtic,83.875
patricia hollandbranch,Celtic,41.552
he thranhardt,Nordic,96.148
george mckerrow,Celtic,76.911
peter pond,European,30.055
thomas strauss,European,68.413
sherry barrat,Hispanic,95.986
eric rosen,Nordic,82.097
john poe,Nordic,64.653
carl neun,EastAsian,46.48
russell lincoln,Celtic,80.149
thomas kiley,Celtic,86.991
elaine rigolosi,African,54.893
norman bobins,Hispanic,35.71
randolph steer,European,72.674
john stropki,Nordic,64.374
david emery,Celtic,67.592
charles fabrikant,European,38.483
james harper,Celtic,90.99
george haymaker,Celtic,33.417
raymond zinn,Celtic,68.056
elizabeth lanier,European,33.803
william powers,Celtic,90.53
robert barrett,Celtic,88.19
gregory lawton,African,67.343
kenneth leibler,Celtic,65.814
thomas cook,Celtic,80.336
robert kogod,African,52.638
michael adcock,Celtic,73.461
mary quass,Celtic,47.019
ralph whitworth,Celtic,88.268
william britton,Celtic,86.271
pamela joseph,SouthAsian,75.995
beth stewart,Celtic,57.638
wayne hedien,African,68.968
lee wielansky,Celtic,43.084
robert sullivan,Celtic,83.232
george puskar,SouthAsian,91.173
thomas wattles,Celtic,91.477
george parker,Celtic,76.592
harold stowe,Celtic,83.749
john hagg,Celtic,71.549
lester salans,Hispanic,85.975
donald glickman,Celtic,77.427
kevin knight,Celtic,86.245
jim turner,Celtic,86.265
adelaide sink,European,53.354
quinn stepan,African,89.011
clifford smith,African,79.823
john harrington,Celtic,88.633
frederick eshelman,Celtic,61.535
henry stoutz,African,53.608
daniel mulvena,Hispanic,53.372
amy tait,Celtic,48.766
david duehren,European,85.545
joseph glickman,Celtic,43.126
robert taubman,Celtic,45.584
brion wise,Celtic,81.023
thomas adler,Nordic,59.148
garth greimann,African,81.3
suryakant patel,SouthAsian,92.802
joel elftmann,Nordic,53.522
leslie waite,Celtic,89.495
richard hayne,Celtic,86.875
matthew bucksbaum,Celtic,60.792
norman nie,EastAsian,70.527
joseph whalen,African,67.794
fredric forster,Nordic,66.478
william dempsey,Celtic,77.761
david osnos,African,47.119
peter bynoe,Nordic,92.078
john martin,Hispanic,66.255
warren muller,African,89.741
christopher hoehnsaric,European,73.713
lionel spiro,European,84.263
herbert gardner,Celtic,46.463
earl scudder,Celtic,74.937
william brock,Celtic,75.869
john herndon,Celtic,79.314
stephen sherwin,Celtic,92.491
walter higgins,Celtic,77.015
james harris,Celtic,84.429
charles reaves,Celtic,91.042
eugene pender,African,42.052
nancy brinker,African,53.015
patrick hughes,Celtic,90.221
rodney lubeznik,African,45.646
nelson rising,Hispanic,96.246
dexter hagy,African,30.737
harriet opfell,African,43.249
james breslawski,Celtic,82.896
jon grove,Celtic,66.597
victor hughes,Celtic,85.156
david hannah,African,44.282
jack randall,Celtic,86.901
neil novich,African,53.431
gary matthews,Celtic,88.37
robert glaser,European,38.304
scott mcintyre,Celtic,89.505
james fowler,Celtic,91.765
carl kaplan,Celtic,72.303
constantin boden,European,95.862
william glasgow,Celtic,70.765
david whitehurst,Celtic,86.586
jay decker,Celtic,51.895
richard cardozo,Hispanic,94.808
jack futterman,Celtic,79.888
gregory wolf,European,38.422
david lingerfelt,Nordic,92.728
paul gary,Celtic,81.333
arthur stabenow,African,51.6
arthur coppola,European,75.33
sp braud,European,91.535
mark sandler,Celtic,67.332
john burgess,Celtic,88.359
kumar patel,SouthAsian,85.847
patrick gage,Celtic,39.282
gregg mollins,African,68.795
eric butler,Celtic,64.922
paul smith,Celtic,77.497
david brady,Celtic,61.209
joseph coulombe,African,91.029
mark templeton,Celtic,75.002
peter canty,Celtic,93.98
gary howard,Celtic,82.877
michael wall,Celtic,74.487
michael perry,Celtic,75.812
william ratliff,Celtic,80.261
joseph loughrey,African,75.971
richard hamm,European,46.171
william kaiser,Celtic,30.694
stephen green,Celtic,83.912
joel lawson,Celtic,66.915
mitchell hersh,Celtic,66.129
gordon garrett,Celtic,81.772
ivan sabel,European,75.41
donald bliss,Celtic,70.91
john puente,Hispanic,93.877
marvin holen,Hispanic,37.673
gary christensen,Nordic,39.258
thomas cooper,Celtic,82.03
john bailye,African,55.193
benedict thomas,African,51.326
john christie,Celtic,75.518
albert adams,African,35.311
anthony marinello,Celtic,55.263
william mcaleer,Celtic,74.848
tim morris,Celtic,79.48
philip lochner,African,40.872
larry hansen,Nordic,97.39
david litster,Celtic,77.94
william weyand,Celtic,63.162
charles barbo,Hispanic,37.069
simon rich,Celtic,83.11
lawrence clarkson,African,55.731
byron riley,Celtic,66.247
william fricks,Celtic,71.377
adolfo henriques,Hispanic,94.379
warren kanders,African,56.774
william harral,Hispanic,51.686
michael ohalleran,Nordic,26.639
earl lewis,Celtic,86.723
david hiley,Celtic,89.729
edward gotschall,Celtic,62.279
david engelman,Celtic,39.728
james cicconi,Celtic,66.415
edward snowden,Celtic,88.727
martin slark,Nordic,89.777
jonathan holman,Celtic,78.673
martin loeffler,European,77.757
donald kiernan,Celtic,60.912
james senty,Celtic,93.535
robert adams,Celtic,35.126
barton andreoli,European,71.437
sam rosen,Nordic,66.884
frederick von,European,46.978
paul murphy,Celtic,89.975
phillip satow,Celtic,80.131
kenneth freeman,Celtic,86.417
gary eppen,African,51.875
roger mcdaniel,Celtic,83.722
mark rossi,African,54.212
james croft,Celtic,92.194
william green,Celtic,73.933
david berkman,European,28.91
paul margolis,Celtic,37.567
lance primis,European,79.031
mary fiala,African,90.142
jeffrey bezos,Hispanic,87.719
kathryn sullivan,Celtic,83.633
in smith,Nordic,41.753
john miller,Celtic,78.39
joseph taranto,SouthAsian,52.388
jerome chazen,African,88.939
thomas meredith,Celtic,62.174
mchenry tichenor,African,93.355
keith busse,Celtic,80.442
anthony ruys,African,87.119
marvin schein,European,42.778
daniel hirschfeld,European,47.358
john burrows,Celtic,83.079
mark rachesky,Celtic,64.553
albert fried,European,48.798
joseph silvestri,European,44.722
charles parker,Celtic,86.539
mark ain,Celtic,35.873
alan philibosian,SouthAsian,23.307
greig woodring,Celtic,63.928
robert omeara,African,37.607
christina gold,European,58.575
edward crawford,Celtic,89.116
george haddix,Celtic,55.988
cliff eason,Celtic,70.034
dean phillips,Celtic,73.716
irwin pfister,European,35.636
david thompson,Celtic,82.773
thomas ketteler,European,90.424
erik van,European,92.217
george kolber,African,47.726
michael kaufman,Nordic,63.474
c reddy,Celtic,35.167
robert oleary,Celtic,83.81
michael hyatt,Celtic,49.122
bradley lorimier,African,40.003
martin abrahams,Nordic,31.619
gary johnson,African,52.678
john omeara,African,85.988
william sexton,Celtic,64.557
alvin shoemaker,Muslim,69.18
peter simone,European,38.756
roger smullen,Celtic,66.759
allan fulkerson,Celtic,46.455
benjamin bishop,Celtic,59.925
joseph klein,European,31.383
keith mansford,Celtic,93.468
brian dougherty,Celtic,82.752
dennis horowitz,African,72.32
patrick decker,European,94.396
lee roberts,Celtic,72.818
roger ramsey,Celtic,86.35
mariann byerwalter,European,42.663
alan gold,Celtic,83.709
donald ogilvie,Celtic,54.976
gordon bethune,Celtic,86.547
jeffrey noddle,Celtic,88.357
thomas garvin,Celtic,62.391
kay stepp,Celtic,68.503
kirk gorman,Celtic,77.934
brian finn,Celtic,80.96
ann curtis,Celtic,89.974
maurice taylor,Celtic,62.572
christine garvey,Celtic,79.676
harry jacobson,Celtic,68.845
vernon brunner,Celtic,52.156
robert goodfriend,European,47.918
ray goldberg,Nordic,48.147
murray dashe,African,44.59
kenneth anderson,Celtic,65.221
gilbert meyer,African,91.04
joseph smith,Celtic,53.053
tench coxe,Celtic,52.705
diana murphy,Celtic,78.029
paul rowsey,Celtic,88.433
vernon hill,Celtic,57.827
thomas mccullough,Celtic,92.54
phillip yeager,Celtic,90.015
robert roskind,Nordic,51.741
robert currey,Celtic,89.353
benjamin currier,Celtic,68.434
kenneth fallon,Hispanic,35.436
sam susser,Celtic,73.159
barry alperin,Celtic,76.502
ronald targan,Celtic,68.837
