names,predictions,confidences
ROGER H BROWN,british,83.49
DAVID J.H. SMITH,british,74.253
PER-KRISTIAN HALVORSEN,danish,92.991
RICHARD CHOJNOWSKI,british,25.519
JACK C PESTER,british,53.219
ROBERT KEITH GRAY,british,86.412
HAU L LEE,chinese,73.737
JAMES L DONALD,british,52.458
DAVID MICHELS,german,37.062
ANNE L. JONES,british,35.664
TIMOTHY L. VAILL,british,89.326
STEVEN V. WILKINSON,british,91.788
DIANE K SCHUMACHER,german,29.144
DAVID A. COLE,british,55.023
KRISS CLONINGER III,chinese,49.712
JUAN ENRIQUEZ-CABOT,spanish,99.448
RICHMOND D MCKINNISH,british,39.638
JOHN CUNNINGHAM,british,68.718
GARY R BAHRE,british,88.045
MARTIN WEINSTEIN,german,61.994
MICHAEL R LYNCH,danish,74.643
CHARLES M. SWOBODA,nigerian,90.443
WINDLE B PRIEM,british,32.512
EVELYN V FOLLIT,french,29.526
MICHAEL CHESSER,german,45.287
DONALD F TEXTOR,else,45.659
RITA P WILSON,british,47.723
JAMES L SHEA,british,61.822
GARY N. GEISEL,else,36.681
V. ANN HAILEY,british,86.637
RICHARD SULPIZIO,italian,65.693
SCOTT G KRIENS,british,62.19
MICHAEL W. RAYDEN,british,66.252
MICHAEL A KRUPKA,german,35.791
DAVID L. PUGH,british,41.054
JOHN M DUNN,british,74.187
ABBIE J SMITH,british,43.733
ANN M BOUTCHER,british,75.224
MICHAEL E. WILEY,british,52.297
EDWARD J. PETTINELLA,italian,76.618
KIM D ROBBINS,british,38.883
WILLIAM B ZIMMERMAN,british,56.95
ROBERT A. HURET,french,41.551
AYLWIN B. LEWIS,british,72.24
PETER R SEAVER,british,42.333
PETER M. KERN,german,24.109
SID GANIS,dutch,19.255
JOHN D ENGELBRECHT,danish,72.266
GAURAV GARG,indian,98.783
RONALD C. REIMER,british,28.116
D WILLIAM J GARRETT,british,84.827
HERBERT S. ALEXANDER,dutch,50.864
MARY H. FUTRELL,else,75.636
STUART L. BASCOMB,british,91.971
NANCY T. CHANG,chinese,41.312
WILLIAM O COLEMAN,british,22.809
CHARLES E FOSTER,british,68.586
CHARLES M LEIGHTON,british,89.758
WALTER M. PRESSEY,german,34.702
BARRY K. ROGSTAD,else,91.395
PHILIP PEAD,british,54.804
JAMES B PERRY,british,73.731
JEAN-PIERRE MILLON,french,98.828
JOHN C. HADJIPATERAS,greek,96.873
CHARLES A. PETERS,dutch,25.159
ALFRED W JONES III,else,91.716
JOHN A. DIMLING,british,45.58
PETER G ERNAUT,hungarian,49.012
DEANNA W. OPPENHEIMER,british,28.918
L MATTHEWS III,else,34.229
ROBERT A COMPTON,british,83.222
BERND GOTTSCHALK,german,98.234
RONALD CHWANG,dutch,32.085
WILLIAM H. (TONY) JONES,british,78.392
THOMAS F ROBARDS,british,58.346
CECILIA CLAUDIO,italian,54.836
JOSEPH R ZIMMEL,british,26.978
JAMES J. GAFFNEY,british,65.246
ALBERT J BELL,british,40.639
CLYDE W. OSTLER,else,41.902
RALPH D. CROSBY JR.,else,61.685
CARL REDFIELD,british,50.322
D HAYES CLEMENT,else,55.88
SHELIA HARTNETT-DEVLIN,british,30.541
KATHLEEN MISUNAS,greek,74.434
KIRKLAND C ALY,else,76.143
HEIDI FIELDS,german,47.876
RICHARD L WHITE,british,70.783
STEWART G NAGLER,british,55.432
DAVID E MCDOWELL,else,45.626
ROGER K BROOKS,british,87.382
MURRAY A GOLDMAN,british,47.818
KENDALL R BISHOP,danish,71.21
SUSAN GOLDING,british,54.163
MICHAEL S MCGAVICK,else,34.016
T JOHN WHALEN,british,74.305
THOMAS E SHENK,danish,36.05
EDWARD KOZEL,dutch,68.325
D. MELL MEREDITH FRAZIER,british,46.503
CHARLES M. BRENNAN III,british,64.249
JOHN W NORRIS JR,else,81.325
DAVID E MOMOT,french,38.633
RICHARD L WOOLWORTH,british,88.484
WILLIAM M DALEY,british,69.836
RICHARD M. BEYER,british,36.617
ALAN J. LACY,british,60.374
ALLEN B MORGAN JR.,else,77.57
N. MOHAN REDDY,indian,58.029
JAMES J. PETERSON,british,47.983
DOUGLAS STEENLAND,zimbabwean,37.168
DAVID W. KENNY,else,62.873
PHILIP A HADLEY,british,79.715
KIRBYJON H. CALDWELL,british,83.455
RALPH E. REINS,german,56.589
JUSTIN S HUSCHER,german,56.249
RANDALL CHURCHEY,british,43.888
CHRISTOPHER W. MAHOWALD,british,69.371
CHARLES T MAXWELL,british,72.258
BRUCE E JACOBS,dutch,33.379
CLINTON H. SEVERSON,else,33.933
MARK H. RAUENHORST,german,78.186
EDWARD L. SNYDER,british,47.104
SACHIO SEMMOTO,japanese,99.98
EDWARD J KELLY III,else,55.661
GARY G ELY,else,64.274
RICHARD R FRANKOVIC,swedish,29.694
JAMES D DIXON,british,84.19
MICHAEL POTTER,german,64.062
STEVEN G ELLIOT,british,76.138
JEFFREY GREENBERG,else,29.633
JAMES W. ZUG,else,44.694
JOHN E UTLEY,british,43.594
ROBERT T SKUNDA,polish,97.88
JACK L THOMPSON,british,48.98
BARRY N. BYCOFF,british,90.676
KATHERINE HAGEDORN LITTLEFIELD,swedish,38.957
JEFFREY H. MARGOLIS,else,66.498
GEORGE W. BRYAN,else,47.296
RICHARD L. SISISKY,hungarian,85.575
DEVIN WENIG,else,42.865
JOHN T. DICKSON,british,86.896
LOUIS P. VALENTE,french,71.482
STUART M SCHREIBER,british,48.349
LYNN THOMPSON HOFFMAN,british,65.415
CARL F. BAASEL,swedish,73.398
BRUCE R CHIZEN,else,32.397
ERIC J. NICKELSEN,danish,95.027
WILLIAM N STOUT,british,68.78
IAN B DAVIDSON,else,36.24
ROBERT F. MCKENZIE,british,81.541
GEORGE A HELLAND JR,dutch,45.764
ANDREW H PARNES,british,57.483
PAUL UHLMANN III,else,63.721
JOHN R. RIEDMAN,british,67.48
BERNARD P. ALDRICH,german,38.363
ALFRED W. ZOLLAR,german,27.738
G. STEVEN DAWSON,british,65.578
CYNTHIA A DOTZEL,german,40.632
MAUREEN SCANNELL BATEMAN,british,82.998
GINGER L. GRAHAM,else,77.316
RODNEY P BURWELL,british,48.608
JOHN W. ALDEN,british,70.241
PRADEEP SINDHU,indian,91.278
MATTHEW DESCH,german,31.681
MATTHEW M MCKENNA,else,60.405
CHRISTINE M COURNOYER,french,38.056
JACQUELINE H DRYFOOS,british,55.365
DEBORAH D. MCWHINNEY,british,93.928
MARYANN N KELLER,else,85.832
JOSE LUIS FERRER-CANALS,spanish,99.575
TED GARDNER,swedish,34.24
STEVEN K HAMP,british,87.431
RICHARD N THIELEN,german,23.826
JOSEPH G. NASSER,else,64.801
MERRILL A. (PETE) MILLER JR.,dutch,37.421
LEWIS C LEVIN,british,61.975
RONALD J DOMANICO,british,30.651
WILLIAM C. WELDON,british,75.061
BILL SHORE,zimbabwean,95.433
DAVID ANASTASI,else,38.598
FREDERICK SOTOK,dutch,23.283
MICHAEL LABRANCHE,french,59.688
DAVID B. HENRY,british,56.187
NEIL E KELLEY,british,53.106
JOHN R TOWERS,british,79.974
RANDALL L. STEPHENSON,british,82.898
LOUIS A HOLLAND,british,49.829
RONALD D SUGAR,british,66.61
DAVID A. REED,british,40.748
JOHN M SHEPHERD,british,63.624
FERDINAND KUZNIK,german,27.33
DANIEL BERNSTEIN,german,57.286
RICHARD EVANS,british,60.101
DAVID C PHILLIPS,british,84.933
WILLIAM B SMITH,british,78.811
THOMAS F. DARDEN,swedish,22.586
JOHN N MCALEER,else,47.76
WALTER E WILLIAMS,british,46.087
ANNE M. VANLENT,british,30.771
ROBERT A. BITTMAN,hungarian,28.602
WILLIAM B MCNAMARA,else,78.734
STEPHEN ADIK,nigerian,31.864
MARK P CATTINI,italian,61.715
ANTHONY ZINGALE,british,54.391
JOHN W. LARSON,british,36.847
BRUCE J VAN DYNE,else,55.379
RICHARD MADDIA,british,69.597
DONNA A. JAMES,british,83.654
JAMES A HEETER,british,59.688
JAY B. PIEPER,dutch,33.861
YING WU,chinese,99.831
J KERREY,else,46.256
PAUL R DEL ROSSI,else,40.687
PHILIP L. MASLOWE,british,87.543
PETER HELLMAN,swedish,36.58
KEVIN C. HOWE,british,72.975
WALTER J. GALVIN,else,53.845
RICHARD H BLUM,danish,38.904
JEFFERY M. JACKSON,british,50.753
JERRY L JOHNSON,nigerian,41.055
DANIEL O. LEEMON,romanian,13.082
PETER J. JOB,british,65.106
SCOTT A LIVENGOOD,british,89.34
RICHARD C HOLBROOKE,british,87.25
ROBERT H. SIMANDL,german,56.443
MICHAEL GREENLEES,british,29.467
JOHN P. SURMA,else,43.859
KENNETH J STROTTMAN,british,45.988
T QUINN SPITZER JR,dutch,43.264
ANTHONY GREENER,else,34.531
GEORGE K HICKOX JR.,dutch,29.791
JOHN B. CARRINGTON,british,89.478
CHARLES T. GOODSON,british,91.783
JEFFRY E. STERBA,british,30.131
PATRICIA C FRIST,british,74.216
PATRICK M. LAVELLE,french,81.164
GLENN DARDEN,british,34.411
H LAWRENCE CULP JR,else,91.733
SCOTT SCHERR,british,61.804
JAMES SHELTON,british,75.994
WILLIAM F. STASIOR,else,46.464
COLIN GODDARD,british,80.326
NAOKI HIDAKA,japanese,99.794
RAYFORD WILKINS JR.,british,73.427
CHARLES D. DAVIDSON,british,53.694
PRESTON M ADCOX,british,47.096
WILLIAM H. YOUNGER JR.,else,29.995
RICHARD P. BERGEMAN,british,56.295
ROBERT STEVENS,dutch,70.533
JOHN E BEARD,british,82.417
MATTHEW W KAPLAN,british,70.352
BARRY J FELD,british,49.098
HARDWICK SIMMONS,dutch,96.899
DAKOTA A PIPPINS,else,97.613
EDMUND P JENSEN,danish,88.909
MARK E WOODWARD,british,73.216
JEFFREY R IMMELT,british,42.605
CLAIRE S. FARLEY,british,76.78
JULIAN SOSHNICK,german,42.129
DANIEL R HAWBAKER,british,34.919
THOMAS N. THOMPSON,danish,37.103
CHRISTOPH HENKEL,german,96.618
ROBERT I. LIPP,polish,56.127
RICHARD H. ANDERSON,danish,35.235
ELIZABETH STEELE,british,63.249
GREGORY L WILLIAMS,british,53.378
THOMAS H MCLAIN,else,33.022
CLINTON R. CHURCHILL,british,58.635
ANDREA S CHRISTENSEN,danish,89.527
STEVEN H. OWINGS,british,97.114
WIELAND F WETTSTEIN,german,34.33
KENNETH A SHIELDS,british,40.012
HARVEY C. JONES,british,49.883
WILLIAM P. BRANT,british,39.927
DAVID I HEATHER,else,34.118
HENRI L. WEDELL,french,56.714
JESSE J. SPIKES,dutch,35.727
MATTHEW K. ROSE,british,80.784
DAVID B WRIGHT,else,23.796
JOHN F. SCHAEFER,danish,33.935
JOHN P. WHITE,british,49.093
MICHAEL E. O'NEILL,british,25.935
MARY JANE ROBERTSON,british,62.099
BRYCE BLAIR,british,50.871
JOHN MAHONEY,zimbabwean,25.848
ARTHUR F. KINGSBURY,british,83.618
JACK C RUSCH,german,23.549
LAWTON WEHLE FITT,british,80.299
ROBERT H BRUST,british,40.0
WILLIAM R. FLOYD,british,52.36
CHARLES C KRULAK,else,42.271
SAKIE FUKUSHIMA,japanese,99.994
JOHN T. SCHWIETERS,british,57.43
DOUGLAS C. CURLING,british,92.433
PATRICIA ROBINSON,british,56.961
DICK R GOURLEY,british,27.976
DONALD C FRASER,else,40.462
MICHAEL P. CULLINANE,french,36.48
LOWELL L ROBERTSON,british,41.399
LAURENCE S GRAFSTEIN,german,50.551
BRADFORD C. MORLEY,british,82.163
FREDRIC REYNOLDS,swedish,22.05
"WILLIAM K. BUTLER, JR.",else,75.47
LAURA STEIN,german,70.563
KEITH D HORTON,british,90.215
BYRON G THOMPSON,british,34.169
FA WITTERN JR,danish,74.194
THOMAS J TOY,british,35.482
C. DAVID BROWN II,else,79.05
WILHELMINA E ROBERTSON,dutch,32.795
W. ROBERT BERKLEY,else,33.369
MICHAEL J. DOLAN,british,44.033
JAMES D CALAWAY,else,66.64
ANTHONY W. HALL JR.,british,36.185
THOMAS ST. DENNIS,british,73.775
MARY DAVIS HOLT,british,72.222
NORMAN W. ROBERTSON,british,58.505
ROBIN SELATI,italian,59.578
MARC J. OSTRO,german,23.745
RONALD MCMEEKIN,british,59.229
PETER C. WALLER,danish,20.451
THOMAS W BOOTH,danish,42.91
R DAVID MARTIN,else,30.043
PAUL D HOLLEMAN,british,54.577
RICHARD SCUDELLARI,italian,37.293
KELVIN R. WESTBROOK,british,47.772
WILLIAM H. FILE III,else,32.966
GARY GENSLER,else,57.945
ULRICH LEHNER,german,94.631
ANTONIO M. PEREZ,spanish,97.581
JAMES C THOMPSON,british,90.048
MARK D. SMITH,british,68.827
JOHN S. JOHNSON,british,35.397
AUBREY C. TOBEY,british,65.009
RICHARD L. GOLDBERG,swedish,24.981
ROGER MELTZER,german,31.066
JOHN C. HOPE III,british,36.896
F MURRAY ROBINSON,british,43.581
BRUCE G GOODMAN,british,66.944
RANDALL E HOWARD,british,86.185
JENNE K. BRITELL,else,28.608
MARY F. SAMMONS,british,47.503
S DALLAS SIMMONS,zimbabwean,32.165
WILLIAM F. MILLER III,british,37.648
WILLIAM W. BRADLEY,british,64.792
QUINN H TRAN,else,80.417
DAVID M. KANTOR,british,36.234
GUNTHER BRAUN,german,94.435
PETER D CUMMINS,british,60.65
CHERYL D MILLS,british,46.238
EDWARD A. BLECHSCHMIDT,german,46.632
PETER F. SINISGALLI,else,35.81
ALBERT L. EILENDER,german,36.179
JAMES F JORDAN,british,58.175
MATT SALMON,british,50.242
TIMOTHY D PAYNE,british,98.885
W. RODNEY MCMULLEN,else,38.369
BRUCE W. WILKINSON,british,43.01
PHILIP D. GREEN,british,44.524
L ROSS LOVE,else,51.163
E. WAYNE NORDBERG,else,34.189
GARETH ROBERTS,british,41.104
FREDERICK P KROTT,british,54.322
VICTOR M RICHEL,french,56.98
STEPHEN SNIDER,british,55.798
JOHN STANDISH,swedish,23.677
HANS-GEORG BETZ,german,98.27
STEVEN P NOVAK,british,46.175
S. LAWRENCE PRENDERGAST,british,54.543
NIGEL ANDREWS,british,80.606
PHILIPPE R. ROLLIER,french,89.104
ARIEL ELIA,french,69.502
MARTIN E. FRANKLIN,british,39.683
PRITHIPAL SINGH,indian,94.604
WILLIAM D. ROCKFORD,british,70.716
RAYFORD K WILLIAMSON,british,90.416
IRA ALBOM,swedish,65.467
W. MICHAEL BARNES,else,26.072
JOHN J HAMRE,british,63.203
THOMAS F GAFFNEY,british,20.647
SUSAN Y KIM,british,79.792
RAY A. MUNDY,british,66.113
JANICE E. PAGE,british,53.848
HUGH M. GRANT,else,50.233
JAMES V. KELLEY,british,70.311
WILLIAM S. MCKIERNAN,else,80.506
KEITH O RATTIE,british,67.882
HENRY F. MCCANCE,else,49.964
KENNETH J. NOVACK,danish,37.354
JUAN ERNESTO DE BEDOUT,spanish,56.284
PETER C BENNETT,british,47.319
BRUCE L. HOBERMAN,british,26.364
GLEN A TAYLOR,british,67.612
ALLAN WEISSGLASS,danish,95.24
TERRY MAGNUSON,swedish,54.785
ANDREI M MANOLIU,romanian,96.937
ERAN BROSHY,ukrainian,42.881
WILLIAM G. OLDHAM,british,50.659
JOYCE BROWN,british,35.947
PETER T. DAMERIS,british,57.185
PRESTON M. GEREN III,british,46.019
GEATON A DECESARIS JR,else,51.216
LAWRENCE S KAPLAN,british,72.853
DOUGLAS B FOX,british,78.783
RICK R. HOLLEY,british,83.531
MICHAEL E LUCE,german,27.255
THOMAS W. ERICKSON,danish,27.944
ALFRED O HAYWARD JR,british,38.626
VIVEK Y. RANADIVE,indian,71.631
DOUGLAS MCBURNIE,british,63.901
ROGER GOODAN,british,87.79
TOGO D WEST JR,else,82.182
ROBERT H. BENMOSCHE,german,31.724
"ALAN J LEVY, PH.D.",british,80.727
NIGEL TRAVIS,british,69.685
PETER GILBERT,german,45.42
ROBERT E. CURRY,british,84.972
RICHARD A GOLDSTEIN,else,43.873
WILLIAM W. CROUSE,british,68.387
EDWARD PHILIP,nigerian,31.54
BENJAMIN D. CHERESKIN,russian,47.776
THOMAS M COUGHLIN,british,30.72
JACK E DAVIS,british,38.066
PAUL F. FOLINO,else,51.831
ZIV SHOSHANI,swedish,26.014
ROBERT M. MELZER,german,50.032
SOO BOON KOH,else,89.358
RICHARD F. SPANIER,british,39.31
PETER WIRTH,german,59.912
CATHERINE L HUGHES,british,67.696
JOHN D CARREKER JR,british,53.808
DIETER VON HOLTZBRINCK,german,99.272
DUANE C. MCDOUGALL,british,91.944
THOMAS J. NEFF,danish,31.768
EDWARD D MILLER JR,british,61.694
DAVID E ZUERN,else,30.234
WILLIAM STINEHART JR,dutch,39.001
JAMES C. MALONE,else,55.125
JOHN J. (JACK) MCDONNELL JR.,else,89.6
MICHAEL C ALFANO,italian,31.39
TIMOTHY M KOHL,german,48.521
RONALD E. HERMANCE JR.,dutch,61.721
JOHN MAXWELL HAMILTON,british,72.28
PATRICIA A HOUSE,british,81.866
SCOTT A. BILLEADEAU,british,74.177
PATRICK G. SAYER,else,32.634
ROBERT L SIMPSON,british,56.051
PIERRE LAPALME,french,97.463
RICHARD W RILEY,british,62.23
PATRICK M MCCARTHY,else,79.837
MARC F. RACICOT,french,96.095
J. KEVIN GILLIGAN,else,72.877
NORMAN C SELBY,british,45.755
ANDREW C CLARKE,british,86.523
ANDREW B. ALBERT,british,55.326
RONALD W. SHELLY,else,45.068
MICHAEL GREENBERG,german,62.051
WILLIAM FOX,british,65.333
DANIEL W RABUN,polish,59.005
SUSAN L. BOSTROM,swedish,40.935
ALEX D. ZOGHLIN,german,39.42
SEAN HEALEY,british,72.64
ENRIQUE FRANCISCO JOSE SENIOR HERNANDEZ,spanish,97.102
J PAUL REASON,british,59.028
DENNIS J REIMER,danish,64.155
JAMES J. BYRNE,else,59.289
DONALD J LOTHROP,british,33.881
DOROTHY E. PUHY,else,71.195
F. DAVID FOWLER,else,60.057
KEVIN C. MELIA,else,41.002
RODERICK C MCGEARY,else,50.392
JUAN A BENITEZ,spanish,99.258
ROBERT W. CONN,british,65.653
DAWN E HUDSON,british,52.468
RICHARD H LENNY,british,49.04
ROBERT C SIEGEL,polish,62.998
THOMAS N MCCARTER III,british,65.08
JAMES C PETERS,british,70.096
G. BRADFORD JONES,zimbabwean,37.542
GEOFFREY Y. YANG,chinese,32.047
DAVID A. WOLLARD,british,45.463
GEOFFREY DOHRMANN,german,42.192
MARK A ERNST,british,66.013
THOMAS J HOWATT,british,80.988
TERESA A DIAL,british,35.455
LUCIE J FJELDSTAD,else,96.532
HENRY I BOREEN,else,26.473
SUE L. GIN,else,67.892
JOHN J ROBBINS,british,75.882
WILLIAM L. ROPER,british,53.552
MARK BROCKBANK,dutch,74.768
WILLIAM J. MEURER,british,49.148
S. DECKER ANSTROM,swedish,96.765
ERNESTO ZEDILLO,italian,33.373
DONALD E. BROWN,british,60.598
NANCY KRAMER,dutch,52.309
ROBERT G. FERRIER,french,67.296
L CRANDALL,british,70.699
CHARLES ROESSLEIN,german,75.033
JAMES A. FITZPATRICK JR.,else,96.754
FRANZ L CRISTIANI,italian,67.478
JONATHAN MILLER,else,24.213
PAUL C BREMER,british,41.152
JOHN CB SMITH JR,british,43.446
DAVID D LELAND,british,39.244
URIEL E. DUTTON,romanian,39.74
DEBRA L REED,british,73.342
PHILIP CHRISTOPHER,german,24.62
LOUIS J GIULIANO,italian,67.962
GILBERT F. AMELIO,else,41.447
ERIC H. HALVORSON,danish,50.172
THOMAS P. D'ARCY,british,42.244
ERIK J. ANDERSON,danish,86.669
G. WALTER LOEWENBAUM II,german,52.101
PAMELA F. LENEHAN,swedish,18.06
MARCUS A. WATTS,british,69.598
BERNARD ZEICHNER,german,74.042
THOMAS L. DAVIS,british,31.299
STEPHEN M. ZIDE,british,27.27
PAUL F. MCLAUGHLIN,else,49.193
CONNIE MACK III,british,46.154
VICTORIA H. BRUNI,french,20.521
TOM C. DAVIS,else,70.33
MARTIN BLOOM,dutch,40.729
PAUL F. DENINGER,british,52.333
THOMAS F. JAUNTIG JR.,danish,72.326
JAMES C. FLAGG,british,56.286
GEORGE POSTE,dutch,52.012
RICHARD DUCHOSSOIS,french,86.936
ROBERT F WEINBERG,german,25.952
C KEATING JR.,else,88.579
WALTER L. HARRIS,british,26.274
ROBERT J STRUDLER,british,39.962
W. JAMES MCNERNEY JR.,else,91.032
MATTHEW MIAU,british,23.5
GALE DUFF-BLOOM,dutch,30.714
SATYA NADELLA,indian,87.911
LAMAR NORSWORTHY,zimbabwean,27.342
JOHN A PILESKI,british,32.236
JAMES M JENNESS,british,84.323
TERRY S. JACOBS,dutch,94.768
RICHARD A. KERTSON,british,70.091
WENDELL P. WEEKS,else,69.197
HONG LIANG LU,chinese,97.748
LANCE BALK,french,25.14
ERNST-GUNTER AFTING,german,95.119
PAUL M RADY,british,28.637
L WAYNE PRICE,british,84.688
JOHN R KASICH,danish,26.032
PHILIP GUARASCIO,italian,90.56
WILLIAM J. HUNCKLER III,british,75.744
VIRGINIA KAMSKY,greek,24.959
NICHOLAS DONATIELLO,british,50.11
DENNIS W JOHNSON,zimbabwean,23.785
NICHOLAS KONIDARIS,greek,99.378
JOHN C PRIOR,british,68.922
DAVID C BLATTE,else,37.145
ANGUS L. MACDONALD,british,53.676
RICHARD T. ROBERTSON,british,67.363
GERHARD PARKER,german,92.74
GEORGE R DITOMASSI,italian,62.575
CHARLES A CAMALIER III,else,67.844
HUSHANG ANSARY,dutch,31.994
MICHAEL F MEE,danish,24.372
PRAKASH A. MELWANI,indian,41.833
ARCHIE GRIFFIN,british,54.77
MARC ZANDMAN,french,27.996
JULIE S. ROBERTS,british,33.475
MICHAEL M E JOHNS,british,34.399
CARLOS ALBERINI,italian,96.486
JOHN R H BOND,else,32.671
ALISON A. WINTER,british,73.356
BOBBY R JOHNSON JR.,british,55.399
DOYLE C WEEKS,british,75.791
F. LYNN MCPHEETERS,else,50.64
GEORGE D YANCOPOULOS,greek,95.727
WILLIAM B NEAVES,british,79.228
JEFFREY A HARRIS,british,68.568
ANTHONY J. TETHER,british,37.461
PHILLIP NORTON,british,78.705
ARTHUR L MONEY,else,65.574
PETER WHITE,british,37.427
W. YANDELL ROGERS III,else,82.839
J DOUGLAS CAMPBELL,british,59.631
ROBERT E SCHJERVEN,dutch,38.101
KRIS A. ROBBINS,british,33.609
DAVID M THOMAS,british,42.71
CHERYL MAYBERRY MCKISSACK,british,41.279
JEFFREY CHANDLER,british,59.626
NANCY-ANN DEPARLE,british,48.158
MARGARET A MCKENNA,else,61.88
C. THOMAS SMITH,british,79.884
A MARSHALL ACUFF JR,else,88.477
LINDA AREY SKLADANY,swedish,47.08
ELLIOTT SCHLAM,german,24.48
GUSTAV H.P. BOEL,danish,83.676
FRANK H. LEVINSON,british,38.877
ROBERT G. MCCREARY III,else,62.991
MICHAEL R. DOUGHERTY,british,69.719
MICHAEL T MCCLOREY,british,60.644
N ROSS BUCKENHAM,british,64.055
THOMAS C SHULL,british,25.711
LARRY J. FRANKLIN,british,66.459
LONNIE M. SMITH,danish,49.569
DAVID MILLER,german,19.052
STEPHEN J. HAGGE,british,38.473
RICHARD W SHYMANSKI,british,68.309
DANIEL R. DIMICCO,italian,75.122
LAWRENCE V. JACKSON,british,50.974
WILLIAM R. SEIFERT II,else,61.611
FRANCISCO ALVAREZ,spanish,97.238
MICHAEL SAM GILLILAND,british,70.627
LORENE K. STEFFES,british,28.587
EUGENE LEE,else,46.255
LOUIS R. BRILL,british,39.882
WILLIAM T LYNCH,british,57.59
IRA CARLIN,swedish,19.378
ARTHUR RUBINFELD,else,26.876
ANDREW J PARSONS,british,70.529
BYRON M REAM,british,76.595
PETER J. SILLS,british,29.986
STEPHEN M O'HARA,nigerian,31.91
KENNETH L HENDERSON,danish,63.671
JONATHAN B BULKELEY,british,85.288
SIDNEY J ATKIN,else,64.157
THEO MELAS-KYRIAZI,greek,55.923
JOSEPH A. GRUNDFEST,british,73.508
MATTHEW ZELL,british,55.697
JOHN S MCFARLANE,else,62.612
DAVID K SIAS,british,51.851
WILLIAM H. ROGERS JR.,else,72.099
DAVID A. KRALL,british,76.677
JOHN J BISGROVE JR,danish,54.466
DAVID W. HANNA,german,16.319
ERIC K. BRANDT,swedish,52.368
DOMENIC COLASACCO,italian,92.888
GREGORY D JORDAN,british,44.447
PHILIP LADER,german,37.722
DANIEL G LIBARLE,else,23.434
J CARTER BEESE JR,else,89.532
PETER M. NEUPERT,german,55.142
JOSEPH E GIBBS,british,87.047
THOMAS WHIDDON,british,35.407
PAUL CRAIG,british,22.372
MICHAEL G. MCCAFFERY,else,47.279
CHRISTOPHER MCCANN,british,68.274
EDWARD B. MEYERCORD III,else,75.574
ARIEL RECANATI,romanian,41.689
ALFRED J. AMOROSO,nigerian,56.004
DONALD D BEELER,british,54.679
WILLIAM G. HARGETT,british,84.147
PAUL A. BROOKE,british,88.931
HEATHER REISMAN,british,67.138
CARLOS ALVAREZ,spanish,95.713
MARIJN E. DEKKERS,dutch,99.834
THOMAS H. WAECHTER,german,42.422
MAUREEN B TART-BEZER,else,57.382
J DOUGLAS HOLLADAY,british,50.804
WILLIAM J COSGROVE,british,69.375
MICHAEL B ALEXANDER,else,30.795
F. THOMSON LEIGHTON,british,87.894
OSHEL B. CRAIGO,else,45.834
CHARLES W. HULL,british,70.638
DAVID SHRIGLEY,else,22.549
WARD CAREY,british,86.887
J.W. PRUEHER,german,74.918
JAMES L LAROCCA,else,55.61
WILLIAM S. COHEN,dutch,33.304
DENNIS R BERESFORD,danish,36.172
BRUCE M. FRIED,else,47.02
MILTON E COOPER,british,75.307
TIMOTHY V. TALBERT,british,18.293
R MCCARTHEY,else,54.246
TERRY H CARLITZ,else,32.785
KEITH K ALLAN,british,82.938
RON HIRAM,indian,37.276
NEAL F. FINNEGAN,else,85.731
JAN PEETERS,dutch,97.337
TERRENCE P. DUNN,british,92.899
MILES R. GILBURNE,british,37.757
JOE E. KIANI,else,34.158
JAMES T. LENEHAN,british,70.673
SAMUEL J. ANDERSON,danish,68.95
DAVID A KRINSKY,british,34.015
CALVIN DARDEN,zimbabwean,38.561
MARK J. WARNER,british,33.154
DAVID DOMINIK,hungarian,52.946
THOMAS S. SOULELES,french,25.569
FREDERICK T HULL,british,93.353
ANNA REILLY,british,52.965
JOHN D REIER,british,56.798
TERRY L HASKE,british,60.61
JOHN N. KAPOOR,british,53.516
RUTA ZANDMAN,else,38.199
THOMAS RAMBOLD,german,86.447
D. SCOTT MERCER,british,62.034
CHRISTOPHER G CHAVEZ,british,62.787
DAVID A. ROEHR,german,45.967
ROBERT L MATTHEWS,british,46.245
THOMAS S. GLANVILLE,german,28.145
STEVEN M. MORRIS,british,94.33
ROBERT J. HERMANN,german,51.876
DAVID R. LAUBE,german,48.323
KENNETH P MORTIMER,danish,49.856
STEFAN HAMELMANN,german,92.571
TOM A. VADNAIS,else,77.942
PETE WILSON,danish,38.409
RONALD E. BLAYLOCK,british,60.804
DONALD E. WASHKEWICZ,polish,69.465
JOHN A WING,british,66.005
VICTOR J. DZAU,zimbabwean,41.707
STEPHEN D. PLAVIN,british,46.839
DAVID P VIEAU,french,56.424
ROBERT L. FORNARO,italian,43.354
J. DANIEL MCCRANIE,british,44.583
JAMES H HARLESS,british,81.686
DAVID A PERDUE,else,29.909
BEN MORRIS,british,56.02
LISA HARPER,british,34.989
EUGENE A. DELANEY,else,88.779
ROBERT W. STALLINGS,british,82.041
GEORGE L. KIRKLAND,british,41.892
DANA L. SCHMALTZ,danish,90.138
JOESEPH E PENNINGTON,british,75.833
LACHLAN MURDOCH,danish,25.422
EDWARD TRAVAGLIANTI,italian,84.162
GAIL L WARDEN,british,56.195
WILLIAM W. RUCKS IV,german,35.103
W.G. JURGENSEN,danish,94.544
RONALD E EILERS,british,71.283
ROBERT FEALY,british,35.073
